gene;Arabidopsis_G18_wt22;Arabidopsis_G18_wt29;Arabidopsis_G17_mut22;Arabidopsis_Ruben_mut29
AT1G04730;2,906843977;2,033918667;5,221521837;4,696713433
AT1G04733;0;0;0;0
AT1G04737;0;0;0;0
AT1G04743;0;0;0;0
AT1G04747;0;0;0;0
AT1G04750;18,05099716;24,33007282;18,3724958;26,64125835
AT1G04753;0;0;0;0
AT1G04760;1,392499234;1,023754306;0;1,553517012
AT1G04763;0;0;0;0
AT1G04767;0;0;0;0
AT1G04770;7,966256037;14,27577391;8,572159677;15,20580631
AT1G04773;0;0;0;0
AT1G04778;0;1,661483051;0;0,315156451
AT1G04780;7,161812961;11,39086272;7,213914784;11,30971696
AT1G04783;0,529319338;0;0;0
AT1G04787;0;0;0;0
AT1G04790;2,905272078;4,100990989;4,20680151;4,375640436
AT1G04793;0;0;0;0
AT1G04797;0;0;0;0
AT1G04800;13,04416193;9,589963578;12,88801735;5,197316905
AT1G04803;0;0;0;0
AT1G04807;0;0;0;0
AT1G04810;9,684285539;11,00832055;9,372608162;12,46627036
AT1G04813;0;0;0;0
AT1G04817;0;0;0;0
AT1G04820;80,14830769;131,27641;90,06396659;150,1105548
AT1G04823;0;0;0;0
AT1G04827;0;0;0;0
AT1G04830;3,635484786;7,376871013;2,567873831;8,213124524
AT1G04833;0;0;0;0
AT1G04837;0;0;0;0
AT1G04840;1,415698962;0,312243168;0,312487238;0,888412149
AT1G04847;0;0;0;0
AT1G04850;22,11513444;29,18113721;17,99778136;35,72128141
AT1G04853;0;0;0;0
AT1G04857;0;0;0;0
AT1G04860;7,142960289;8,593277407;9,746660412;11,25480111
AT1G04863;0;0;0;0
AT1G04867;0;0;0;0
AT1G04870;11,61233122;10,41839156;14,2495982;12,35125188
AT1G04873;0;0;0;0
AT1G04877;0;0;0;0
AT1G04880;0,181051274;0,638915755;0,159853794;0,757449878
AT1G04883;0;0;0;0
AT1G04887;0;0;0;0
AT1G04890;0;0;0;0
AT1G04893;0;0;0;0
AT1G04895;0;0;0;0
AT1G04897;0;0;0;0
AT1G04900;4,814007134;3,757017689;7,683385125;7,126454638
AT1G04907;10,02044785;5,30420627;8,847253981;0
AT1G04910;7,02007237;8,75143228;7,006618383;8,300025488
AT1G04913;0;0;0;0
AT1G04917;0;0,388828399;0;0
AT1G04920;0,176293356;0,388828399;0,389132333;0,51628119
AT1G04923;0;0;0;0
AT1G04927;0;0;0;0
AT1G04930;1,364669128;2,608563969;1,807340535;0,951543031
AT1G04933;0;0;0;0
AT1G04937;0;0;0;0
AT1G04940;0,533305843;0,705747947;0;0,446229887
AT1G04943;0;0;0;0
AT1G04945;0,505192614;2,117057358;1,784178686;2,853271361
AT1G04947;0;0;0;0
AT1G04950;5,83062144;8,01499424;7,302937563;8,509224167
AT1G04953;0;0,412809005;0;1,174547829
AT1G04957;0;0;0;0
AT1G04960;2,454059917;8,327101076;2,666755228;6,633968604
AT1G04963;0;0;0;0
AT1G04967;0;0;0;0
AT1G04970;4,142299721;10,69268736;5,553707145;10,01277991
AT1G04973;0;0;0;0
AT1G04977;0,500235858;0,441323285;0;0
AT1G04980;3,459411548;9,325549624;6,957207322;12,38234108
AT1G04983;0;0;0;0
AT1G04985;6,318843315;6,105597208;5,446199122;5,035360854
AT1G04987;0;0;0;0
AT1G04990;1,318552723;5,687084608;1,293529548;4,290474714
AT1G04993;0;0;0;0
AT1G04997;0;0;0;0
AT1G05000;1,755648713;2,807357106;3,100194783;5,141477963
AT1G05003;0;0;0;0
AT1G05005;0;0;0;0
AT1G05007;0;0;0;0
AT1G05010;47,64082299;144,1561528;57,74443133;162,2462607
AT1G05013;0;0;0;0
AT1G05017;0;0;0;0
AT1G05020;0;0,862340283;0,107876793;0,306697497
AT1G05023;1,142115561;0;0;0
AT1G05027;0;0;0;0
AT1G05030;1,756020831;2,621748415;4,53201429;4,06884479
AT1G05033;0;0;0;0
AT1G05035;0;0,783072235;0;0
AT1G05037;0;0;0;0
AT1G05040;0;0;0;0
AT1G05043;0;0;0;0
AT1G05047;0;0;0,629401961;0
AT1G05053;0;0;0;0
AT1G05055;3,200504622;5,117743275;1,589506647;5,188507893
AT1G05057;8,21263509;18,83813464;68,16033917;6,871710238
AT1G05060;4,045364394;7,68695518;0;8,071575267
AT1G05065;1,33512671;0;0;1,117132782
AT1G05067;0;0;0;0
AT1G05070;9,030573645;10,24334571;3,417117529;7,016377822
AT1G05073;0;0;0;0
AT1G05077;0;0;0;0
AT1G05080;0;0;0;0
AT1G05083;0;0;0;0
AT1G05085;0;0;0;0
AT1G05087;1,203589203;2,389146734;1,062672999;1,007072171
AT1G05090;0;0;0,930365994;0
AT1G05093;0;0;0;0
AT1G05097;0;0;0;0
AT1G05100;0,237798688;0,419586466;0;0,397943817
AT1G05103;0;0;0;0
AT1G05107;0;1,757018327;0;0
AT1G05113;0;0;0;0
AT1G05117;0;0;0;0
AT1G05120;3,536985526;4,538816263;7,09744391;4,842787518
AT1G05123;0;0;0;0
AT1G05127;0;0;0;0
AT1G05133;0;0;0;0
AT1G05136;0;0;0;0
AT1G05137;0;0;0;0
AT1G05140;24,43055387;24,34045217;20,08262331;28,19535833
AT1G05143;0;0;0;0
AT1G05147;0,57726493;1,018561349;0;0
AT1G05150;10,44225453;11,11195374;9,694916558;11,61969057
AT1G05153;0;0;0;0
AT1G05160;1,198496442;3,304218762;1,190448561;3,008432804
AT1G05163;0;0;0;0,368262924
AT1G05170;2,450047085;7,374550011;3,690157223;4,94415045
AT1G05173;0;0;0;0
AT1G05177;0;0;0;0
AT1G05180;5,807910805;9,555410014;11,50317348;9,719238638
AT1G05183;0;0;0;0
AT1G05187;0,260548031;0;0;0
AT1G05190;144,4263976;159,8752554;120,2686251;135,8552851
AT1G05193;0;0;0;0
AT1G05197;0;0;0;0
AT1G05200;8,953496877;12,55532765;8,903775923;11,19798129
AT1G05203;0,722562906;0;0;0
AT1G05205;8,822563689;15,56706791;6,873192425;16,93529631
AT1G05207;0;1,574918388;0;0,746841337
AT1G05210;2,074545843;3,660454848;5,494974152;2,777316221
AT1G05213;0;0;0;0,108559592
AT1G05217;0;0;0;0
AT1G05220;0,445664673;0;0;0,745796803
AT1G05223;0;0;0;0
AT1G05227;0;0;0;0
AT1G05230;3,859237717;4,178540695;2,632989541;4,476731019
AT1G05233;0;0;0;0
AT1G05237;0;0;0;0
AT1G05240;0;0;0;0
AT1G05243;0;0;0;0
AT1G05247;0;0;0;0
AT1G05250;0;0;0;0
AT1G05253;0,856586671;0;0,756297518;0
AT1G05257;0;2,444547237;0;4,63691056
AT1G05260;13,00092985;12,59430737;10,80355878;23,46276744
AT1G05263;0;0;0;0
AT1G05267;0;0;0;0
AT1G05270;7,350639942;8,754693394;5,51652307;10,45577871
AT1G05273;9,906225124;36,4148876;120,9919283;6,907314954
AT1G05277;0;0;0;0
AT1G05280;0,833072527;0,48997461;0,367768205;0,697051914
AT1G05283;0;0;0;0
AT1G05287;0;0;0;0
AT1G05290;0;0;0;0
AT1G05291;0;0;0,390211757;0
AT1G05293;0;0;0;0
AT1G05297;0;0;0;0
AT1G05300;0,520670329;1,224936524;0;1,597410637
AT1G05303;0;0;0;0
AT1G05307;0;0;0;0
AT1G05310;0,441955952;0,974767449;1,560847027;1,294283287
AT1G05313;0;0;0;0
AT1G05317;0;0;0;0
AT1G05320;4,311768944;5,566790739;5,292585005;6,687557475
AT1G05323;0;0;0;0
AT1G05327;0;0;0;0
AT1G05330;0;0;0;0,77619318
AT1G05333;0;0;0;0
AT1G05337;0;0;0;0
AT1G05340;0,808756958;1,427019961;0;1,691766226
AT1G05343;0;0;0;0
AT1G05347;0;0,318012367;0;0
AT1G05350;7,383154621;6,809718213;3,40752057;11,0917147
AT1G05353;0;0;0;0
AT1G05357;0;0;0;0
AT1G05360;4,079848566;3,351134292;6,831720624;3,06056569
AT1G05363;0;0;0;0
AT1G05367;0;0;0;0
AT1G05370;0,560017999;1,152818117;0,988902202;0,780967654
AT1G05373;0;0;0;0
AT1G05377;0;0;0;0
AT1G05380;7,445450532;10,08512762;8,034567823;10,76054356
AT1G05383;0;0;0;0
AT1G05385;7,306629741;18,98027441;4,659178084;17,32196206
AT1G05387;0;0;0;0
AT1G05390;0;0;0;0
AT1G05397;0;0;0;0
AT1G05400;0;0,566780105;1,134446277;0,268772538
AT1G05407;0;0;0;0
AT1G05410;3,453710546;5,452469879;2,728365945;5,779606146
AT1G05413;0;0;0;0
AT1G05417;0;0;0;0
AT1G05420;0,92006807;0,541141352;1,353910859;0,769843187
AT1G05423;0;0;0;0
AT1G05427;0;0;0;0
AT1G05430;7,625817745;7,208280316;5,049740349;14,35658847
AT1G05433;0;0;0;0
AT1G05440;1,380291888;1,043773264;0,696392764;1,649890824
AT1G05443;0;0;0;0
AT1G05447;0;0;0;0
AT1G05450;1,100058371;0;0;0,306815141
AT1G05453;0;0;0;0
AT1G05460;2,642051158;3,662839509;5,831799633;4,974003111
AT1G05463;0;0;0;0
AT1G05467;0;0;0;0
AT1G05470;4,544355982;4,891186215;4,253041032;3,27004032
AT1G05473;0;0;0;0
AT1G05477;0;0;0;0
AT1G05483;0;0;0;0
AT1G05487;0;1,585279693;0;0
AT1G05490;0,33676838;0,237685844;0,059467909;0,33813869
AT1G05493;0;0;0;0
AT1G05497;0;0;0;0
AT1G05500;16,09198217;14,70843367;15,23192835;18,68054732
AT1G05507;0;0;0;0
AT1G05510;0;0;0;0
AT1G05517;0;0;0;0
AT1G05520;9,672534615;13,42333237;13,05000137;12,00346219
AT1G05523;0;0;0;0
AT1G05527;0;0;0;0
AT1G05530;1,148289158;0;0;0,800667739
AT1G05533;0;0;0;0
AT1G05537;0;0;0;0
AT1G05540;0,216768872;0,76496036;0,765558304;1,451006026
AT1G05543;0;0;0;0
AT1G05547;0;0;0;0
AT1G05550;0;0,176695746;0;0
AT1G05553;0;0;0;0
AT1G05557;2,421354418;1,281715497;0;1,620804603
AT1G05560;8,656540518;17,64424962;14,10007794;17,85807826
AT1G05562;3,582016766;4,608572661;1,713093581;4,121094983
AT1G05563;0;0;0;0
AT1G05567;0;0;0;0
AT1G05570;7,312318802;7,446965094;7,886087654;7,678789589
AT1G05575;0;0;0;0,752108201
AT1G05577;0;0,185682254;0;0,176104595
AT1G05580;0;0;0;0
AT1G05583;0;0;0;0
AT1G05587;0;0;0;0
AT1G05590;2,571834072;6,466508128;7,152779913;6,455747148
AT1G05593;0;0;0;0
AT1G05597;0;0;0;0
AT1G05600;2,132628498;3,91972856;2,981322284;4,758458132
AT1G05603;0;0;0;0
AT1G05607;0;0;0;0
AT1G05610;0,199156401;0;0;0,166638973
AT1G05613;0;0;0;0
AT1G05615;0;0;0;0
AT1G05617;0;0;0;0
AT1G05620;4,940313821;6,174534689;3,271426472;9,300779903
AT1G05623;0;0;0;0
AT1G05627;0;0;0;0
AT1G05630;2,326499749;3,39725598;2,974922562;3,490524314
AT1G05633;0;0;0;0
AT1G05637;0;0;0;0
AT1G05640;1,228202216;2,648695722;1,445872428;1,370221964
AT1G05643;0;0;0;0
AT1G05647;0;0;0;0
AT1G05650;1,27800899;0,375832797;1,316443005;0,534670502
AT1G05653;0;0;0;0
AT1G05657;0;0;0;0
AT1G05660;1,666145053;0,734961915;0,919420512;1,21984085
AT1G05663;0;0;0;0
AT1G05667;0;0;0;0
AT1G05670;0,756215346;1,918073997;1,084976208;2,372788703
AT1G05673;0;0;0;0
AT1G05675;0,427431578;0,942732838;0;0,178821165
AT1G05680;4,726130222;10,90493976;6,098700348;10,494548
AT1G05683;0;0;0;0
AT1G05687;0;0;0;0
AT1G05690;2,295987329;3,327754731;5,212731012;2,60721811
AT1G05693;0;0;0;0
AT1G05697;0;0;0;0
AT1G05700;2,823758104;1,341418218;3,06849545;1,181353321
AT1G05703;0;0;0;0
AT1G05707;0;0;0;0
AT1G05710;1,061661918;2,274673893;4,285085983;2,918759741
AT1G05713;0;0;0;0
AT1G05717;0;0;0;0
AT1G05720;4,955087487;10,42441495;7,403754647;13,07597685
AT1G05723;0;0;0;0
AT1G05727;0;0;0;0
AT1G05730;0;0;1,380097222;0,934205877
AT1G05733;0;0;0;0
AT1G05737;0;0;0;0
AT1G05740;0;0;0;0
AT1G05747;0;0;0;0
AT1G05750;0,395225106;0,958868916;2,180950981;1,736145582
AT1G05753;0;0;0;0,487426613
AT1G05757;0;0;0;0
AT1G05760;2,343016481;1,653664308;1,241217691;1,176275105
AT1G05763;0;0;0;0
AT1G05767;0;0;0;0
AT1G05770;1,220882151;0;0;0,340513866
AT1G05773;0;0;0;0
AT1G05777;0;0;0;0
AT1G05780;0;1,304514767;0;2,78376011
AT1G05783;0;0;0;1,467646003
AT1G05785;2,519879695;1,616810538;2,224852223;2,300120982
AT1G05787;0;0;0;0
AT1G05790;4,044406911;7,244321717;4,652975036;4,101882419
AT1G05793;0;0;0;0
AT1G05797;0;0;0;0
AT1G05800;0;0;0;0
AT1G05803;0;0;0;0
AT1G05805;5,521608432;4,085632331;3,617038324;4,172960314
AT1G05807;0;0;0;0
AT1G05810;2,825470121;0,830905219;4,989328255;4,465596131
AT1G05813;0;0;0;0
AT1G05817;0;0;0;0
AT1G05820;0,647926477;0,685944528;0,572067256;0,867417185
AT1G05823;0;0;0;0
AT1G05827;0;0;0;0
AT1G05830;6,231450883;8,75539794;5,637721429;9,784306687
AT1G05833;0;0;0;0
AT1G05835;5,337524983;11,7723171;2,827564589;13,84471202
AT1G05837;0;0;0;0
AT1G05840;6,222164478;6,820142145;5,493673567;6,626117753
AT1G05843;0;0;0;0
AT1G05847;0;0;0;0
AT1G05850;100,7410811;148,4731321;118,6937541;159,7490083
AT1G05853;0;19,67860526;28,13426766;0
AT1G05857;0;0;0;0
AT1G05860;2,923396711;5,461643585;4,858589126;4,172719028
AT1G05863;0;0;0;0
AT1G05867;0;0;0;0
AT1G05870;7,497652741;13,3868063;8,826436913;10,15704218
AT1G05873;0;0;0;0
AT1G05880;0;0;0;0
AT1G05887;0;0;0;0
AT1G05890;7,063991649;15,8634464;9,8657045;15,15266117
AT1G05893;0;0;0;0
AT1G05894;0;0,353613751;0;0,167687017
AT1G05897;0;0;0;0
AT1G05900;7,044283622;6,214681208;11,52443994;6,24083541
AT1G05903;0;0;0;0
AT1G05907;0;0;0;0
AT1G05910;5,248544032;6,454532012;6,319151708;8,184314933
AT1G05913;0;0;0;0
AT1G05917;0;0;0;0
AT1G05920;0;0;0;0
AT1G05927;0;0;0;0
AT1G05930;0;0;0;0
AT1G05933;0;0;0;0
AT1G05937;0;0;0;0,450375603
AT1G05940;4,125812363;7,279834242;8,014077106;11,04693409
AT1G05943;0;0;0;0
AT1G05947;0;0;0;0
AT1G05950;2,913676356;2,804218776;3,975748547;2,437943416
AT1G05953;0;0;0;0
AT1G05957;0;0;0;0
AT1G05960;7,715502215;15,20196648;10,4453294;17,1435952
AT1G05963;0;0;0;0
AT1G05967;0;0;0;0
AT1G05970;4,196447429;2,468155683;0,494016991;2,574930579
AT1G05973;0;0;0;0
AT1G05977;1,353079582;0;2,389322094;0,566077192
AT1G05980;0;0;0;0
AT1G05983;0;0;0;0
AT1G05987;0;0;0;0,645574715
AT1G05990;0;1,064859592;0;0,33664439
AT1G05993;3,885978555;6,856656886;0;0
AT1G05997;0;0;0;1,381462991
AT1G06000;20,09144019;24,46088566;20,40000492;22,02240151
AT1G06002;0;0,688604856;2,239715123;1,306171989
AT1G06003;0;0;0;0
AT1G06007;0;0;0;0
AT1G06010;2,819913641;5,286603816;4,668296625;5,603788481
AT1G06013;0;0;0;0
AT1G06017;0;0;0;0
AT1G06020;0;0;0;0
AT1G06023;0;0;0;0
AT1G06027;0;0;0;0
AT1G06030;0,26291274;0;0;0
AT1G06033;30,55550261;28,88249305;55,88313439;3,652361058
AT1G06037;0;0;0;0
AT1G06040;83,44509921;84,94361983;106,0601169;91,30377125
AT1G06043;0;0;0;0
AT1G06045;0;0;0;0
AT1G06047;0;0;0;0
AT1G06050;1,787659139;1,971409062;0;1,6827498
AT1G06053;0;0;0;0
AT1G06057;0;0;0;0
AT1G06060;4,724632905;4,86291728;7,184203438;5,710198754
AT1G06063;0;0;0;0
AT1G06067;0;0;0;0
AT1G06070;6,379384214;7,457214921;6,33654677;7,472898901
AT1G06073;0;0;0;1,120262005
AT1G06080;4,069912926;14,99603921;2,959276839;17,42760712
AT1G06083;0;0;0;0
AT1G06087;7,835661676;0;0;10,92714579
AT1G06090;2,623203894;1,218036968;1,46278688;1,617293328
AT1G06093;0;0;0;0
AT1G06097;0;0;0;0
AT1G06100;1,003096248;1,179949349;1,476089594;0,559543247
AT1G06103;0;0;0;0
AT1G06110;3,64360983;10,3740791;7,165172117;10,94759159
AT1G06113;0;1,283666358;0;0
AT1G06117;0;0;0;0
AT1G06120;0,277087166;0;0;1,854764224
AT1G06123;0;0;0;0
AT1G06127;0;0;0;0
AT1G06130;6,319998391;10,07222278;5,760054799;8,529186091
AT1G06133;0;0;0;0
AT1G06135;0;0;0;0
AT1G06137;0;0;0;0
AT1G06140;0,85928155;0,252694771;0;0,239660546
AT1G06143;1,364669128;1,956422976;0,753058556;1,141851637
AT1G06147;0;0;0;0
AT1G06148;0;0;0;0
AT1G06150;7,176324766;7,276122954;5,201293181;8,245128358
AT1G06153;0;0;0;0
AT1G06157;0;0;0;0
AT1G06160;0;1,554596861;1,815114043;1,72014424
AT1G06163;0;0;0;0
AT1G06170;0;0,177364626;0;0,168215998
AT1G06173;0;0;0;0
AT1G06177;2,29244778;1,348311426;2,698730711;3,196910758
AT1G06180;5,642455348;6,549928525;5,244038706;3,23028019
AT1G06187;0;0;0;0
AT1G06190;17,22433738;19,75458443;17,03263772;26,80635592
AT1G06197;0;0;0;0
AT1G06200;14,11741576;14,48825239;8,903249259;14,22307331
AT1G06203;0;0;0;0
AT1G06207;0;0;0;0
AT1G06210;7,687581218;11,69932589;11,02971893;8,844529341
AT1G06213;0,646349374;0;0;1,081632281
AT1G06217;0;0;0;0
AT1G06220;18,84394645;17,01865285;15,77032941;23,16505906
AT1G06225;0;0;0;0
AT1G06227;0;1,075039894;0;0
AT1G06230;11,60499906;14,6931085;8,916615271;15,49181892
AT1G06233;15,62010988;27,5610718;5,51652307;13,06972339
AT1G06237;0;3,698985951;0;17,54094455
AT1G06240;7,790959449;7,388927927;3,783336727;8,148605049
AT1G06243;0;0;0;0
AT1G06247;0;0;0;0
AT1G06250;0;0;0;0,180394017
AT1G06253;0;0;0;0
AT1G06257;0;0;0;0
AT1G06260;0;0;0;0
AT1G06263;0;0;0;0
AT1G06265;0,867468897;1,275512397;0;1,572636408
AT1G06267;0;3,698985951;0;0
AT1G06270;1,381146557;2,088839126;3,309913842;3,797098586
AT1G06273;0;17,35326743;3,473366378;0
AT1G06277;0;0;0;2,995756823
AT1G06280;0;0;0;0
AT1G06283;0;0;0;1,918146455
AT1G06287;0;0;0;0
AT1G06290;17,03875992;22,09944839;19,08549682;21,17232605
AT1G06293;0;0;0;0
AT1G06297;0;0;0;0
AT1G06303;0;0;0;0
AT1G06307;0;0;0;0
AT1G06310;0,136466913;0,12039526;0,843425583;0,91348131
AT1G06313;0;0,556679074;0;0
AT1G06317;0;0;0;0
AT1G06320;0;0,42337791;0;0
AT1G06323;0;0;0;0
AT1G06327;0;0;0;0
AT1G06330;0,329184134;0;0;0
AT1G06333;0;0;0;0
AT1G06337;0;0;0;0
AT1G06340;0;0;0;0,325546224
AT1G06343;0;0;0;0
AT1G06347;0;0;0;0
AT1G06350;0,258434908;2,507990475;0;1,72990986
AT1G06353;0;0;0;0
AT1G06357;0;0;0;0
AT1G06360;10,16705051;17,06427138;12,26084816;15,56161618
AT1G06363;0;0;0;0
AT1G06373;0;0;0;0
AT1G06377;0;0;0;0
AT1G06380;4,621644724;3,433562532;3,006715628;5,088212924
AT1G06383;0;0;0;0
AT1G06387;0;0;0;0
AT1G06390;12,13733154;23,49350259;17,7538585;20,91750159
AT1G06393;0;0;0;0
AT1G06397;0;0;0;0
AT1G06400;12,40255431;12,20443868;10,73987762;13,37103139
AT1G06403;0;0;0;0
AT1G06407;0;0;0;0
AT1G06410;28,18550202;29,74338192;30,6468274;32,22824284
AT1G06413;0;0;0;0
AT1G06417;0;0;0;0
AT1G06420;0,277328322;2,446674781;0,979434905;0,464094617
AT1G06423;1,300613231;0;3,445012366;0
AT1G06427;0;0;0;0
AT1G06430;38,92365669;34,654676;44,77100494;32,36916926
AT1G06433;0;0;0;0
AT1G06437;0;0;0;0
AT1G06440;0,83503732;1,178712504;0,147454233;1,117913447
AT1G06443;0;0;0;0
AT1G06447;0;0;0;0
AT1G06450;2,310734166;2,854039922;1,224116069;3,866894231
AT1G06453;0;0;0;0
AT1G06457;0;12,8618335;14,71072819;0
AT1G06460;18,43030316;13,69244115;16,05837195;10,55126528
AT1G06463;0;0;7,288670378;1,381462991
AT1G06467;0;0;0;0
AT1G06470;2,783984636;4,298202824;7,066852816;6,697103257
AT1G06473;0;0;0;0
AT1G06475;0,556108624;3,434311564;0;1,861238096
AT1G06480;0;0;0;0
AT1G06483;0;0;0;0
AT1G06487;0;0;0;0
AT1G06490;0,489628521;1,511878093;0,691684515;1,229052046
AT1G06493;0;0;0;0
AT1G06497;0;0;0;0
AT1G06500;0,800628747;4,238034155;3,88790131;2,00971626
AT1G06507;0;0;0;0
AT1G06510;6,893875417;9,686126674;7,890219295;9,1865075
AT1G06513;1,129965395;0;0;0
AT1G06515;9,898898034;12,06000745;7,075185654;8,282647192
AT1G06517;0;0;0;0
AT1G06520;0,137884137;0,973164629;0;0,807596928
AT1G06523;0;0;0;0
AT1G06527;0;0;0;0
AT1G06530;9,424866297;14,8480422;12,87836196;10,51468451
AT1G06533;0;0;0;0
AT1G06537;0;3,428328443;0;0
AT1G06540;0,16501825;0,436752355;0;0
AT1G06543;0;0;0;0
AT1G06547;0;3,346701575;3,349317578;0
AT1G06550;18,49309437;19,00448394;26,55530366;21,59505062
AT1G06553;4,519861581;5,981338985;0;0
AT1G06557;0;0;0;0
AT1G06560;7,116258494;7,25478535;1,535865728;7,012895748
AT1G06567;0;0;0;0
AT1G06570;21,24334943;18,19565905;19,84877136;20,36339039
AT1G06573;0;0;0;0
AT1G06577;0;0;0;0
AT1G06580;0,699715067;1,111157835;0,123558488;0,702562206
AT1G06583;0;0;0;0
AT1G06587;6,902171295;10,14884232;1,015677533;9,625355856
AT1G06590;2,10893636;2,392158579;3,990047415;2,856968215
AT1G06593;0;0;0,82024104;0
AT1G06597;0;0;0;0
AT1G06603;0;0;0;0
AT1G06607;0;0;0;0
AT1G06610;0;0;0;0
AT1G06613;0;0;0;0
AT1G06617;0;0;0;0
AT1G06620;2,021892395;5,529702349;2,677753902;6,936241527
AT1G06623;0;0;0;0
AT1G06627;0;0;0;0
AT1G06630;5,334546453;6,588818726;4,552978583;7,88559427
AT1G06633;0;0;0;0
AT1G06637;0;0;0;0
AT1G06640;17,80005928;28,18952481;23,70286286;34,06027366
AT1G06643;0;0;0;0
AT1G06645;3,621025471;5,449575559;3,573202443;4,990258023
AT1G06647;0;0;0;0
AT1G06650;15,39373147;15,32692316;11,2614736;15,27236415
AT1G06653;0;0;0;0
AT1G06657;0;0;0;0
AT1G06660;1,884490675;2,720544506;3,025190071;2,58021636
AT1G06663;0;0;0;0
AT1G06667;0;0;3,309913842;0
AT1G06670;13,1851043;12,11923342;17,6515998;14,82945751
AT1G06673;0;0;0;0
AT1G06677;0;0;0;0
AT1G06680;794,378256;922,2585285;804,9700635;938,0277289
AT1G06683;0;0;0;0
AT1G06687;0;0;0;0
AT1G06690;15,16431957;12,85032815;20,7879999;10,85188054
AT1G06693;0;0;0;0
AT1G06697;0;0;0;0
AT1G06700;7,954998963;15,36046168;9,93909597;13,56345482
AT1G06703;0;0;0;0
AT1G06707;0;0;0;0
AT1G06710;1,066433204;1,066285107;0,376630089;2,141545038
AT1G06713;0;0;0;0
AT1G06717;0;0;0;0
AT1G06720;9,355170623;9,339391776;10,79579161;10,57425779
AT1G06723;0;0;0;0
AT1G06727;0;0;0;0
AT1G06730;2,879369652;3,810401191;4,660797353;6,424635114
AT1G06733;0;0;0;0
AT1G06737;0;0;4,537785106;0,716726767
AT1G06740;0,524959212;2,199891151;1,506365237;0,768680602
AT1G06743;0;0;0;0
AT1G06747;0;0;0;0
AT1G06750;0;0;0;0
AT1G06753;0;0;0;0
AT1G06757;0;0;0;0
AT1G06760;67,20022379;61,71583821;58,84609139;68,67196409
AT1G06770;1,821659252;3,585120949;2,598151367;3,048452633
AT1G06773;0;0;0;0
AT1G06777;0;0;0;0
AT1G06780;5,838461265;5,150868059;4,69668149;5,536539177
AT1G06783;0;0;0;0
AT1G06787;1,076521086;0,949739636;0;1,801502414
AT1G06790;4,410383965;5,836462262;7,593331756;6,642494713
AT1G06797;0;0;0;0
AT1G06800;3,50348433;5,151467346;6,186592888;5,164935716
AT1G06810;0;0,45562874;0;0
AT1G06817;0;0;0;0
AT1G06820;7,909757767;9,636601699;7,75964829;12,29110157
AT1G06823;0;0;0;0
AT1G06827;0;0;0;0
AT1G06830;15,09090397;7,680954435;2,562319459;8,256065706
AT1G06837;0;0;0;0
AT1G06840;5,395863079;7,35697329;8,748648502;8,701345402
AT1G06850;0,893829569;3,548536312;5,326965125;4,674305
AT1G06853;0;0;0;0
AT1G06857;0;0;0;0
AT1G06860;0;0;0;0
AT1G06863;0;0;0;0
AT1G06867;0;0;0;0
AT1G06870;5,42537301;8,615572273;8,622306774;9,986989544
AT1G06873;0;0;0;0
AT1G06877;0;0;0;0
AT1G06880;0;0;0;0
AT1G06883;0;0;0;0
AT1G06890;13,81633868;13,11495568;10,96340836;16,82852419
AT1G06897;0;0;0;0
AT1G06900;12,18684838;11,38405575;11,94677845;13,49606983
AT1G06903;0;0;0;0
AT1G06907;0;0;0;0
AT1G06910;1,820858523;4,283778016;2,858084334;2,369976509
AT1G06913;0;0;0;0
AT1G06917;0;0;0;0
AT1G06920;0;0;0;0
AT1G06923;0;0,344936113;0;0,98143199
AT1G06925;0;0;0;0
AT1G06927;0;0;0;0
AT1G06930;0,306394463;0;0;0
AT1G06933;0;0;0;0
AT1G06937;0;0;0;0
AT1G06943;0;0;0;0
AT1G06947;0;0;0;0
AT1G06950;46,78373364;51,44894295;70,29460921;62,41422373
AT1G06953;0;0;0;0
AT1G06957;0;0;0;0
AT1G06960;3,839159536;5,645038801;9,491078246;3,854781068
AT1G06963;0;0;0;0
AT1G06967;0;0;0;0
AT1G06970;0;0;0;0
AT1G06973;0;0;0;0
AT1G06977;0;0;0;0
AT1G06980;1,227939274;0,541662683;1,355215205;1,541169695
AT1G06983;0;0,631736927;0;0
AT1G06987;0;0;0;0
AT1G06990;0;0;0;0
AT1G06993;0;0;0;0
AT1G06997;0;0;0;0
AT1G07000;0,980893443;0,865374022;1,608379418;1,172481782
